Experiment ID,feature,Proximity,Convergence,convergence_pvalue,p_corr(-15),p_corr(-15)_p_val,p_corr(-10),p_corr(-10)_p_val,p_corr(-5),p_corr(-5)_p_val,p_corr(0),p_corr(0)_p_val,p_corr(5),p_corr(5)_p_val,p_corr(10),p_corr(10)_p_val,p_corr(15),p_corr(15)_p_val
Sarah-7 Human,maxIntensity,-0.5316828091,0.151496309,8.61E-08,-0.2893656958,5.33E-25,-0.299759648,6.80E-27,-0.3089249319,1.19E-28,-0.3147674451,7.48E-30,-0.3172776855,3.27E-30,-0.3186223945,2.37E-30,-0.3221860808,6.51E-31
Sarah-7 Human,minIntensity,-0.6541180434,-0.448868829,2.31E-62,-0.1757457245,6.19E-10,-0.1727670201,1.12E-09,-0.173714332,8.36E-10,-0.1725243859,1.01E-09,-0.1671375837,3.59E-09,-0.1661096738,4.82E-09,-0.1752477987,6.93E-10
Masha5-Robot,meanF0Hz,-0.491305543,-0.2912061197,2.79E-28,0.2154188609,9.63E-16,0.2222368606,9.79E-17,0.2297123652,7.30E-18,0.2401200809,1.75E-19,0.2460822831,2.41E-20,0.2512185696,4.32E-21,0.2557623176,9.41E-22
Masha5-Robot,stdevF0Hz,-0.5232409348,-0.2046836255,1.80E-14,-0.1668289646,6.01E-10,-0.1727740571,1.31E-10,-0.1765366158,4.70E-11,-0.1734780127,9.42E-11,-0.1827087333,9.50E-12,-0.1717265384,1.70E-10,-0.1417106104,1.54E-07
Masha5-Robot,HNR,-0.5350885274,-0.3365869842,9.02E-38,-0.1552124878,8.74E-09,-0.1526444916,1.45E-08,-0.1593178825,3.04E-09,-0.1682652394,3.42E-10,-0.1671344665,4.83E-10,-0.169891087,2.67E-10,-0.1673171799,5.35E-10
Masha5-Robot,localJitter,-0.4347135737,-0.0115077614,0.6698562966,0.2117205717,3.01E-15,0.2312050767,5.07E-18,0.2482555948,1.09E-20,0.2650526643,1.54E-23,0.2754652377,2.80E-25,0.2772013781,1.68E-25,0.2682355698,7.65E-24
Masha5-Robot,localabsoluteJitter,-0.4168057738,-0.06642477634,0.01375580903,0.2179512346,4.36E-16,0.253516481,1.84E-21,0.2806189901,3.29E-26,0.3064161688,2.81E-31,0.3300676361,3.53E-36,0.3483408337,3.19E-40,0.3542332062,1.76E-41
Masha5-Robot,rapJitter,-0.4941705494,-0.1873240352,2.52E-12,0.03834151934,0.1576013817,0.04143171016,0.1260200252,0.04428973284,0.1012911235,0.05508357571,0.04112707376,0.06426773023,0.01735672256,0.0725260838,0.007348640545,0.07549545399,0.005343688006
Masha5-Robot,ppq5Jitter,-0.4449745969,-0.0329085472,0.2226536888,0.2297809184,9.39E-18,0.2452935394,3.75E-20,0.262024603,6.06E-23,0.2790212072,5.24E-26,0.2913067495,3.34E-28,0.2986893157,1.58E-29,0.2962019837,6.06E-29
Masha5-Robot,ddpJitter,-0.4941705494,-0.1873240352,2.52E-12,0.03834151934,0.1576013817,0.04143171016,0.1260200252,0.04428973284,0.1012911235,0.05508357571,0.04112707376,0.06426773023,0.01735672256,0.0725260838,0.007348640545,0.07549545399,0.005343688006
Masha5-Robot,localShimmer,-0.5150614024,-0.3683805147,1.92E-45,-0.001263830205,0.9628599935,-0.01933562951,0.4753603704,-0.02218223814,0.4119915263,-0.01331298581,0.621848942,-0.003348071067,0.9014648463,0.009106472753,0.736761052,0.02492222744,0.3584179322
Masha5-Robot,localdbShimmer,-0.5372403453,-0.3505701652,4.89E-41,-0.04904359393,0.07059663745,-0.06015045902,0.02626373794,-0.0578196734,0.03235912914,-0.03995319476,0.1386737507,-0.01492974181,0.5808603007,0.01617531869,0.5504383627,0.05078115219,0.06117861508
Masha5-Robot,apq3Shimmer,-0.4879669838,-0.4695941639,2.43E-76,-0.2166680343,6.52E-16,-0.2186018384,3.13E-16,-0.2054791204,1.58E-14,-0.1828878907,8.30E-12,-0.1598174197,2.71E-09,-0.1358655354,4.69E-07,-0.1080840884,6.50E-05
Masha5-Robot,apq5Shimmer,-0.5065551753,0.1002406451,0.0001968518862,0.003808424043,0.8884078698,-0.001278434266,0.9623620683,0.004728667942,0.8611850684,0.01797298148,0.5054726859,0.03280432599,0.2249686959,0.05021040822,0.06366203729,0.06767117169,0.01255471938
Masha5-Robot,apq11Shimmer,-0.4247849421,-0.4538623457,8.04E-71,-0.07444934469,0.006017170006,-0.0677140581,0.01233761626,-0.06893814683,0.01069987781,-0.0659413784,0.01446073203,-0.05044700561,0.06194279303,-0.02898812941,0.284512895,-0.0181985391,0.5024961668
Masha5-Robot,ddaShimmer,-0.4879669838,-0.4695941639,2.43E-76,-0.2166680343,6.52E-16,-0.2186018384,3.13E-16,-0.2054791204,1.58E-14,-0.1828878907,8.30E-12,-0.1598174197,2.71E-09,-0.1358655354,4.69E-07,-0.1080840884,6.50E-05
Masha5-Robot,meanPitch,-0.5979630695,-0.300796192,3.77E-30,-0.1470532707,5.10E-08,-0.1378346041,3.18E-07,-0.1252645848,3.31E-06,-0.1080055375,5.99E-05,-0.09249861743,0.0006082142949,-0.07842113699,0.003741743158,-0.06977741742,0.01005199002
Masha5-Robot,maxPitch,-0.5792746828,0.1473946649,4.01E-08,-0.3580883238,2.06E-42,-0.3490352973,2.19E-40,-0.3231835003,1.13E-34,-0.3014679682,2.77E-30,-0.2981935965,1.56E-29,-0.293465807,1.62E-28,-0.2946632504,1.20E-28
Masha5-Robot,minPitch,-0.4145612262,-0.4666214328,2.82E-75,-0.1220357949,6.39E-06,-0.10103227,0.0001848423559,-0.08394621457,0.001872151618,-0.07145299982,0.008036635063,-0.05568631929,0.03931601579,-0.04768685681,0.07820082502,-0.04789202189,0.07746975838
Masha5-Robot,meanIntensity,-0.6362500095,0.1097231043,4.56E-05,-0.00936899679,0.7299429622,0.006753334245,0.8031424111,0.02797757406,0.3007597248,0.03887635375,0.1496391076,0.04160165812,0.1237837434,0.04377511056,0.1059637019,0.05516425715,0.04194800701
Masha5-Robot,maxIntensity,-0.5936503445,0.360276896,2.10E-43,0.06353986155,0.01910642851,0.08214821999,0.00238632758,0.1001322668,0.0002054681926,0.116828489,1.41E-05,0.134901096,5.40E-07,0.1488299748,3.31E-08,0.1598513962,3.07E-09
Masha5-Robot,minIntensity,-0.4845522358,-0.3422019537,4.61E-39,-0.1308991075,1.27E-06,-0.1234206309,4.80E-06,-0.1106896991,4.03E-05,-0.09607413629,0.0003603492198,-0.08816426895,0.001088269185,-0.07876617166,0.003591840887,-0.06720846431,0.01317328381
Nash7- Robot,meanF0Hz,-0.6288338045,0.03610414177,0.09787658837,-0.1693302632,6.75E-15,-0.1736886186,1.22E-15,-0.1745117311,8.25E-16,-0.1741004037,8.93E-16,-0.1790226323,1.43E-16,-0.1806652096,8.15E-17,-0.1810294637,7.68E-17
Nash7- Robot,stdevF0Hz,-0.5150993245,-0.1406930173,9.15E-11,0.1798781366,1.21E-16,0.1732495722,1.44E-15,0.1687151471,7.31E-15,0.1608283673,1.18E-13,0.1575112361,4.00E-13,0.1570405417,5.01E-13,0.1573544118,4.79E-13
Nash7- Robot,HNR,-0.6616996892,-0.3282904505,4.97E-54,0.09196438427,2.57E-05,0.09958157274,5.01E-06,0.1080782089,6.98E-07,0.1169217678,7.57E-08,0.1218067566,2.18E-08,0.1288034839,3.34E-09,0.1359572324,4.44E-10
Nash7- Robot,localJitter,-0.6400097881,0.159112034,2.15E-13,-0.1208338804,3.05E-08,-0.1095055624,5.12E-07,-0.1009171565,3.63E-06,-0.09248419845,2.16E-05,-0.08729689115,6.23E-05,-0.08088781933,0.0002118724531,-0.07546009811,0.0005585588089
Nash7- Robot,localabsoluteJitter,-0.7186097052,0.2282489591,2.94E-26,-0.07564929187,0.0005408673083,-0.06562757419,0.002665765054,-0.05776232867,0.008135968465,-0.05208117598,0.0169143382,-0.05129655529,0.01878700651,-0.05015337632,0.02175858072,-0.04969752889,0.02314976025
Nash7- Robot,rapJitter,-0.6329961183,0.2411479527,3.33E-29,-0.1960212602,1.57E-19,-0.188921948,2.87E-18,-0.1839896805,1.98E-17,-0.1758034187,4.64E-16,-0.1719825043,2.16E-15,-0.1685873403,8.24E-15,-0.1668965986,1.65E-14
Nash7- Robot,ppq5Jitter,-0.6163976316,-0.1120625316,2.57E-07,-0.07725279289,0.0004105531556,-0.07551542954,0.0005449021975,-0.07619281366,0.0004777541663,-0.07171277891,0.000998598709,-0.07086287668,0.001162407465,-0.06723117383,0.002087973187,-0.06374038368,0.003570438398
Nash7- Robot,ddpJitter,-0.6329961183,0.2411479527,3.33E-29,-0.1960212602,1.57E-19,-0.188921948,2.87E-18,-0.1839896805,1.98E-17,-0.1758034187,4.64E-16,-0.1719825043,2.16E-15,-0.1685873403,8.24E-15,-0.1668965986,1.65E-14
Nash7- Robot,localShimmer,-0.4065063776,-0.1790901816,1.29E-16,0.06731927569,0.002085490172,0.06435919865,0.00322240831,0.06025052465,0.005769985379,0.06425514427,0.003199014405,0.07076085688,0.001181704621,0.0789607948,0.0002993163032,0.08603413288,8.28E-05
Nash7- Robot,localdbShimmer,-0.4289017145,-0.1673281185,1.13E-14,0.01525429389,0.4860139854,0.009408036647,0.6670766057,0.008785562828,0.6875506477,0.01633850987,0.4539393589,0.02530457435,0.2466422305,0.04323149017,0.04797902612,0.06207724781,0.004544901725
Nash7- Robot,apq3Shimmer,-0.4115036061,-0.1020735472,2.73E-06,0.08600538021,8.32E-05,0.0760209674,0.0004997926582,0.06293460503,0.003929166917,0.05409566814,0.01309824639,0.0448024126,0.04017608686,0.03579547674,0.101596007,0.02766333002,0.2063913325
Nash7- Robot,apq5Shimmer,-0.4411706618,0.05510762444,0.01148549255,0.327763401,1.76E-53,0.2966042936,9.01E-44,0.2615514973,3.71E-34,0.2315109372,5.50E-27,0.2015243345,1.15E-20,0.175226913,6.79E-16,0.1496111259,6.37E-12
Nash7- Robot,apq11Shimmer,-0.5472148043,-0.02229597371,0.3067910543,-0.3327212613,3.75E-55,-0.3388650903,2.12E-57,-0.3502492467,1.34E-61,-0.3492966103,2.15E-61,-0.3388832735,1.54E-57,-0.3274546132,1.68E-53,-0.3167353559,7.13E-50
Nash7- Robot,ddaShimmer,-0.4115036061,-0.1020735472,2.73E-06,0.08600538021,8.32E-05,0.0760209674,0.0004997926582,0.06293460503,0.003929166917,0.05409566814,0.01309824639,0.0448024126,0.04017608686,0.03579547674,0.101596007,0.02766333002,0.2063913325
Nash7- Robot,meanPitch,-0.5419892669,-0.1205828986,2.91E-08,0.004844044746,0.8249245443,-0.005460483229,0.802845652,-0.01458280635,0.504397093,-0.02196826483,0.3139570096,-0.02833934029,0.1944454001,-0.03180217416,0.1458281117,-0.03455150221,0.1144865532
Nash7- Robot,maxPitch,-0.3177555375,0.03048196595,0.1623083008,0.05722924027,0.008905849706,0.06247207297,0.004247909819,0.06770828529,0.001915576246,0.07690232048,0.0004159453448,0.09043878299,3.35E-05,0.1040930834,1.82E-06,0.121633541,2.47E-08
Nash7- Robot,minPitch,-0.5542740296,-0.1478061427,9.65E-12,0.007522320098,0.7312007348,0.003606951811,0.8690088874,-0.001582690714,0.9422435594,-0.005075495779,0.81605834,-0.005924328263,0.7862386158,-0.008637065046,0.6929084699,-0.01220249743,0.5773391718
Nash7- Robot,meanIntensity,-0.5611354008,-0.2802171904,3.04E-39,0.05897418889,0.007027532492,0.06578939164,0.002601451311,0.07290427378,0.0008324912802,0.08235544302,0.0001562789596,0.09550437689,1.18E-05,0.1069768911,9.33E-07,0.1164574117,9.48E-08
Nash7- Robot,maxIntensity,-0.706570175,-0.0008929691821,0.9673549945,0.06839979535,0.001764226616,0.05172523925,0.0179540245,0.03476910536,0.1113636063,0.01933687339,0.3754476889,0.01497659807,0.4929548654,0.01112171404,0.6110869032,0.007613369174,0.7280753608
Nash7- Robot,minIntensity,-0.4125375855,-0.2359272041,5.45E-28,0.007026104183,0.7483111857,0.003878901462,0.8592321061,0.007915271041,0.7170978754,0.01629746841,0.4550742158,0.02581523669,0.2372328581,0.03532255444,0.1061978126,0.04977192967,0.02294446814
Nash8- Human,meanF0Hz,-0.7086842731,0.0166377219,0.4955657532,-0.2137276473,1.18E-18,-0.212968397,1.40E-18,-0.2154419136,4.85E-19,-0.2167431681,2.61E-19,-0.2063474911,1.45E-17,-0.186789806,1.41E-14,-0.1729846231,1.19E-12
Nash8- Human,stdevF0Hz,-0.471637901,-0.209371287,4.26E-18,0.09649242287,8.03E-05,0.08975618312,0.0002400843465,0.07353608369,0.00260024672,0.05278516571,0.03050689799,0.04279083019,0.07998299703,0.03178114046,0.1942488928,0.01559782044,0.5247630047
Nash8- Human,HNR,-0.6603993429,-0.383226283,6.75E-60,-0.2000206413,1.74E-16,-0.2233846062,2.49E-20,-0.246137559,1.55E-24,-0.269266966,2.70E-29,-0.2856679998,8.04E-33,-0.2982834306,1.16E-35,-0.3075153318,8.47E-38
Nash8- Human,localJitter,-0.5257440157,-0.3471381068,9.10E-49,0.1907195945,4.21E-15,0.1816537638,7.42E-14,0.1709805686,1.86E-12,0.1578279972,7.77E-11,0.1429432886,4.20E-09,0.1258864662,2.45E-07,0.1034457164,2.35E-05
Nash8- Human,localabsoluteJitter,-0.5511927679,-0.4120152078,7.70E-70,0.03739841111,0.1271574344,0.03692995002,0.1314137236,0.03399324482,0.1643477299,0.02587405449,0.2891861197,0.02164929203,0.3758989942,0.01540791934,0.5292048582,0.007176581369,0.7698126061
Nash8- Human,rapJitter,-0.5617913632,-0.08371638794,0.0005929306978,-0.0732901379,0.002768479091,-0.09580439377,8.81E-05,-0.1188144272,1.08E-06,-0.1489385633,8.55E-10,-0.1825441552,5.12E-14,-0.2176853506,2.31E-19,-0.2568317534,1.72E-26
Nash8- Human,ppq5Jitter,-0.6289961966,-0.1229612346,4.30E-07,-0.2784498244,5.01E-31,-0.2741882027,3.48E-30,-0.2681727573,5.56E-29,-0.2647934077,2.37E-28,-0.2651306839,2.42E-28,-0.2704691279,2.19E-29,-0.2788661587,4.06E-31
Nash8- Human,ddpJitter,-0.5617913632,-0.08371638794,0.0005929306978,-0.0732901379,0.002768479091,-0.09580439377,8.81E-05,-0.1188144272,1.08E-06,-0.1489385633,8.55E-10,-0.1825441552,5.12E-14,-0.2176853506,2.31E-19,-0.2568317534,1.72E-26
Nash8- Human,localShimmer,-0.5390497915,0.1462848814,1.70E-09,-0.1055396407,1.59E-05,-0.103396313,2.30E-05,-0.1009855721,3.47E-05,-0.09355056047,0.0001230335186,-0.08874170359,0.0002765011845,-0.08480945035,0.0005215271846,-0.0817441745,0.0008419979323
Nash8- Human,localdbShimmer,-0.5547717745,0.1526009122,3.24E-10,-0.1156540584,2.23E-06,-0.1160802791,1.97E-06,-0.1210500575,6.74E-07,-0.1205189198,7.26E-07,-0.1204673214,7.63E-07,-0.1190377535,1.07E-06,-0.1179493518,1.39E-06
Nash8- Human,apq3Shimmer,-0.5779409513,0.0274193228,0.2613387687,-0.01567555105,0.5226989876,-0.001038837221,0.9661631152,0.01875285541,0.4430885469,0.03480425927,0.1538913399,0.04590224138,0.06035138079,0.05669328585,0.02050722488,0.05695978824,0.02010661944
Nash8- Human,apq5Shimmer,-0.4947645046,0.02922186309,0.2312659735,0.009502213108,0.6984232644,0.0247730974,0.3116501586,0.04153034922,0.0892877226,0.06446166066,0.008219340692,0.09009745824,0.0002223612829,0.1169323795,1.66E-06,0.1440370183,3.55E-09
Nash8- Human,apq11Shimmer,-0.4447463325,-0.2329996697,3.79E-22,-0.1853833241,2.44E-14,-0.1738474689,8.45E-13,-0.1628451023,2.02E-11,-0.1513648282,4.50E-10,-0.1358171387,2.40E-08,-0.1205504995,7.78E-07,-0.1040975283,2.08E-05
Nash8- Human,ddaShimmer,-0.5779409513,0.0274193228,0.2613387687,-0.01567555105,0.5226989876,-0.001038837221,0.9661631152,0.01875285541,0.4430885469,0.03480425927,0.1538913399,0.04590224138,0.06035138079,0.05669328585,0.02050722488,0.05695978824,0.02010661944
Nash8- Human,meanPitch,-0.5406559433,-0.288504384,1.45E-33,0.1165123759,1.87E-06,0.116114147,1.96E-06,0.1131740886,3.43E-06,0.1116667878,4.48E-06,0.1113708084,4.90E-06,0.1100238332,6.59E-06,0.09784169274,6.36E-05
Nash8- Human,maxPitch,-0.7314077411,-0.001597774858,0.9478232158,-0.3054465688,2.73E-37,-0.3007714041,2.92E-36,-0.3049170747,2.25E-37,-0.3154770917,3.89E-40,-0.3199389018,3.57E-41,-0.3231925576,6.62E-42,-0.321627365,2.24E-41
Nash8- Human,minPitch,-0.5734127017,-0.4226151262,9.38E-74,-0.09678814932,7.63E-05,-0.08948971021,0.0002505823416,-0.08356593875,0.0006181578949,-0.08234544087,0.0007291285751,-0.08505527515,0.0004925884514,-0.09008181149,0.0002278155013,-0.09383385273,0.0001258598142
Nash8- Human,meanIntensity,-0.4883282465,-0.04061386235,0.09608833676,0.1422654887,5.53E-09,0.1474724406,1.40E-09,0.1617995512,2.72E-11,0.1777050406,2.19E-13,0.1964724294,4.89E-16,0.2136997222,1.06E-18,0.2266473076,7.72E-21
Nash8- Human,maxIntensity,-0.6042825984,0.1060655943,1.32E-05,0.2769752275,1.05E-30,0.2860398147,8.20E-33,0.2971903455,1.67E-35,0.3075454428,3.93E-38,0.3153358945,5.50E-40,0.3220578628,1.31E-41,0.3275943963,6.00E-43
Nash8- Human,minIntensity,-0.3300191007,-0.07865087377,0.001253905095,0.3088148242,4.04E-38,0.3066858295,1.06E-37,0.299433358,4.84E-36,0.2741638952,2.38E-30,0.2484978845,5.43E-25,0.2270079053,5.84E-21,0.2073809739,1.24E-17
Dekel-3 Furhat,meanF0Hz,-0.7679940415,-0.1679858858,8.21E-11,-0.542114068,1.83E-112,-0.5266866115,1.74E-105,-0.5099985645,2.84E-98,-0.4872090013,6.83E-89,-0.4751875144,8.83E-84,-0.4618296563,2.18E-78,-0.4536197721,4.19E-75
Dekel-3 Furhat,stdevF0Hz,-0.6025515669,0.3010571009,2.54E-32,0.3975683466,1.49E-56,0.3898926018,1.86E-54,0.3821674227,2.17E-52,0.3744118788,2.32E-50,0.3721048688,1.49E-49,0.3675875916,3.73E-48,0.3652610493,2.28E-47
Dekel-3 Furhat,HNR,-0.7790984385,-0.249983684,1.77E-22,-0.08080749672,0.001986928258,-0.07591293295,0.00362245338,-0.071353663,0.006167007656,-0.06478591071,0.012761918,-0.06387348364,0.01424469079,-0.05928788017,0.02315466707,-0.05511934962,0.03508734697
Dekel-3 Furhat,localJitter,-0.6980216971,-0.3733924353,4.48E-50,-0.5210313993,1.54E-102,-0.5102100659,4.87E-98,-0.4990729971,1.52E-93,-0.4879738965,3.31E-89,-0.4796640991,1.50E-85,-0.4688010475,4.99E-81,-0.471616522,7.73E-82
Dekel-3 Furhat,localabsoluteJitter,-0.6764219422,-0.08501647009,0.001073618785,-0.4544596036,2.07E-75,-0.457479401,9.04E-77,-0.4617771565,1.25E-78,-0.4663539949,1.25E-80,-0.4743799163,1.83E-83,-0.4787046354,6.92E-85,-0.4917009512,7.62E-90
Dekel-3 Furhat,rapJitter,-0.6171340675,-0.4037099543,5.33E-59,-0.3272753359,7.68E-38,-0.31835839,6.57E-36,-0.3103804096,3.08E-34,-0.3032252672,8.72E-33,-0.296189479,3.43E-31,-0.2861144911,4.89E-29,-0.2954875632,7.60E-31
Dekel-3 Furhat,ppq5Jitter,-0.6957594328,-0.2880069893,1.32E-29,-0.4827444185,3.30E-86,-0.4842903793,4.05E-87,-0.4862907482,3.19E-88,-0.4897000098,6.43E-90,-0.4935562041,3.22E-91,-0.4924484412,1.87E-90,-0.5009905725,9.87E-94
Dekel-3 Furhat,ddpJitter,-0.6171340675,-0.4037099543,5.33E-59,-0.3272753359,7.68E-38,-0.31835839,6.57E-36,-0.3103804096,3.08E-34,-0.3032252672,8.72E-33,-0.296189479,3.43E-31,-0.2861144911,4.89E-29,-0.2954875632,7.60E-31
Dekel-3 Furhat,localShimmer,-0.7087320768,-0.1457717101,1.83E-08,-0.3025552628,2.51E-32,-0.320434726,2.21E-36,-0.3365793221,2.57E-40,-0.3501286714,7.64E-44,-0.3640293532,2.38E-47,-0.3755446022,2.40E-50,-0.3886350478,6.56E-54
Dekel-3 Furhat,localdbShimmer,-0.6986682247,-0.2588529703,4.86E-24,-0.3236919751,5.21E-37,-0.3457839198,1.85E-42,-0.3666766492,4.58E-48,-0.383934568,4.51E-53,-0.4023680866,2.16E-58,-0.4174585071,6.03E-63,-0.4362459797,5.64E-69
Dekel-3 Furhat,apq3Shimmer,-0.7948025836,-0.2983590894,9.51E-32,-0.5366633835,7.88E-110,-0.5394951246,1.45E-111,-0.5430814356,1.07E-113,-0.5470567183,4.70E-116,-0.5569020507,1.15E-120,-0.5642907925,4.13E-124,-0.5727469881,3.33E-128
Dekel-3 Furhat,apq5Shimmer,-0.8095892635,-0.3479861535,2.70E-43,-0.7336040421,3.33E-247,-0.73671265,3.29E-251,-0.7398667155,2.49E-255,-0.7427785864,2.91E-259,-0.7435310822,3.45E-259,-0.7422964196,5.20E-257,-0.7394783952,3.33E-253
Dekel-3 Furhat,apq11Shimmer,-0.4267847498,0.005706804275,0.8265420703,0.1285667087,8.13E-07,0.1213283526,3.16E-06,0.1127125267,1.46E-05,0.1037027693,6.53E-05,0.094201136,0.0002955583168,0.07844110805,0.002642919634,0.05372197627,0.03999063995
Dekel-3 Furhat,ddaShimmer,-0.7948025836,-0.2983590894,9.51E-32,-0.5366633835,7.88E-110,-0.5394951246,1.45E-111,-0.5430814356,1.07E-113,-0.5470567183,4.70E-116,-0.5569020507,1.15E-120,-0.5642907925,4.13E-124,-0.5727469881,3.33E-128
Dekel-3 Furhat,meanPitch,-0.5276080129,-0.4996558637,4.19E-94,0.2464041934,1.16E-21,0.2405499265,9.36E-21,0.2372726591,2.76E-20,0.235117044,5.34E-20,0.2256197957,1.92E-18,0.2155502651,6.99E-17,0.2120867936,2.49E-16
Dekel-3 Furhat,maxPitch,-0.4753142522,0.2405377518,6.96E-21,0.2145353482,1.11E-16,0.2170147613,4.27E-17,0.2252934154,2.15E-18,0.2387660331,1.36E-20,0.2606817126,2.72E-24,0.2826641656,2.36E-28,0.3037111256,1.42E-32
Dekel-3 Furhat,minPitch,-0.4074256586,-0.6036593656,2.41E-147,0.2536075133,6.84E-23,0.2578734014,1.03E-23,0.262204519,1.44E-24,0.2659056022,2.52E-25,0.269910801,5.47E-26,0.2744870596,9.07E-27,0.2780590604,2.29E-27
Dekel-3 Furhat,meanIntensity,-0.7350292781,-0.1320172536,3.55E-07,-0.5291560772,2.79E-106,-0.5401236509,7.16E-112,-0.5474715597,7.10E-116,-0.5519961558,1.50E-118,-0.5556898676,4.85E-120,-0.5536405245,1.36E-118,-0.5419981072,2.09E-112
Dekel-3 Furhat,maxIntensity,-0.6170006056,0.6007199051,1.46E-145,0.3067788462,3.12E-33,0.3248902156,2.08E-37,0.3442117988,3.34E-42,0.3614364172,8.29E-47,0.3822382642,2.07E-52,0.397771732,8.41E-57,0.4090040342,4.67E-60
Dekel-3 Furhat,minIntensity,-0.4696418438,0.5137411853,2.88E-100,-0.4121147804,4.92E-61,-0.4319318692,9.86E-68,-0.4595040697,8.87E-78,-0.4829346077,3.76E-87,-0.5036549826,1.66E-95,-0.5167900045,5.78E-101,-0.5253297221,1.66E-104
Masha8-Human,meanF0Hz,-0.3395866721,0.4403185421,2.83E-50,-0.04260919579,0.1741119994,0.008462212141,0.7868026244,0.04479173574,0.1510578699,0.06611362674,0.03352860082,0.1028330545,0.0009550866669,0.1183745965,0.000146625158,0.125650327,5.77E-05
Masha8-Human,stdevF0Hz,-0.6160069235,0.128551763,3.38E-05,-0.2382623085,1.28E-14,-0.2474813652,9.35E-16,-0.2593238436,2.83E-17,-0.2684566374,1.58E-18,-0.2719197486,6.69E-19,-0.2839751909,1.90E-20,-0.3017437787,6.79E-23
Masha8-Human,HNR,-0.6245319664,0.298641819,9.58E-23,-0.232998673,4.98E-14,-0.1927272167,5.03E-10,-0.1633089961,1.38E-07,-0.1176886997,0.0001488420826,-0.07171316797,0.02141517684,-0.02825723346,0.3663627569,0.01827659052,0.5600589954
Masha8-Human,localJitter,-0.4262994667,-0.2538766557,1.13E-16,-0.1446158386,3.57E-06,-0.1577597153,3.90E-07,-0.165294343,9.68E-08,-0.1664355056,7.33E-08,-0.1678944425,6.04E-08,-0.1708591746,3.77E-08,-0.1621308656,1.95E-07
Masha8-Human,localabsoluteJitter,-0.3898969012,-0.1072957407,0.0005482639076,-0.1399907332,7.28E-06,-0.1355401438,1.35E-05,-0.1351913647,1.35E-05,-0.1375487922,9.05E-06,-0.1333441823,1.78E-05,-0.135740511,1.31E-05,-0.1279003956,4.23E-05
Masha8-Human,rapJitter,-0.4259666141,-0.3293788796,1.38E-27,0.1419961044,5.36E-06,0.1275634017,4.24E-05,0.1174274683,0.0001597947374,0.1138844317,0.0002429606392,0.1102155651,0.0003971103278,0.1050501485,0.0007604073958,0.1046963083,0.0008163432856
Masha8-Human,ppq5Jitter,-0.4087284655,-0.3474930051,1.03E-30,0.2515255959,3.62E-16,0.2310345221,7.12E-14,0.2188360882,1.27E-12,0.2106333568,7.82E-12,0.2068917879,2.07E-11,0.2017954814,7.19E-11,0.20293485,6.22E-11
Masha8-Human,ddpJitter,-0.4259666141,-0.3293788796,1.38E-27,0.1419961044,5.36E-06,0.1275634017,4.24E-05,0.1174274683,0.0001597947374,0.1138844317,0.0002429606392,0.1102155651,0.0003971103278,0.1050501485,0.0007604073958,0.1046963083,0.0008163432856
Masha8-Human,localShimmer,-0.4512585627,-0.2502331163,3.16E-16,-0.01081614319,0.730201996,-0.03678879488,0.2395142741,-0.06331275357,0.04230398799,-0.08413329886,0.006791316224,-0.1025155909,0.0009906070506,-0.1261218276,5.18E-05,-0.1374462422,1.07E-05
Masha8-Human,localdbShimmer,-0.4589700391,-0.125756758,5.01E-05,0.05014477033,0.1096535951,0.03099539547,0.3217445256,0.009825835311,0.7528998928,-0.006694825544,0.8297517581,-0.02295354947,0.4620310195,-0.04397526696,0.1596736342,-0.05162211357,0.0995692883
